image_path,target,first_action,final_action,prediction,exact,edit_distance,baseline_exact,fixed,broken,policy_a_action,policy_b_action,policy_a_prediction,policy_b_prediction,prediction_agreement_change,source,input_transform,crop_width,crop_height,crop_size_bucket
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000169_general_002788.jpg,51C54520,baseline,baseline,51L54520,False,1,False,False,False,baseline,baseline,51L54520,51L54520,False,archive_plate_crops_from_coords,existing_plate_crop,92,82,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000170_general_007427.jpg,65P15209,baseline,baseline,65P15209,True,0,True,False,False,baseline,baseline,65P15209,65P15209,False,yolo_plate_dataset,crop_source_bounding_box,127,88,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000171_general_007209.jpg,30E06618,baseline,baseline,30E06618,True,0,True,False,False,baseline,baseline,30E06618,30E06618,False,archive_plate_crops_from_coords,existing_plate_crop,250,80,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000172_general_009530.jpg,5A85325,baseline,baseline,51A85325,False,1,False,False,False,baseline,baseline,51A85325,51A85325,False,yolo_plate_dataset,crop_source_bounding_box,103,59,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000173_general_002970.jpg,77C18748,full_z1.00_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,77C103188,False,4,False,False,False,full_z1.15_up2_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,77C103188,77C103188,True,archive_plate_crops_from_coords,existing_plate_crop,101,72,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000174_general_001325.jpg,59S273546,baseline,baseline,59S223546,False,1,False,False,False,baseline,baseline,59S223546,59S223546,False,yolo_plate_dataset,crop_source_bounding_box,48,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000175_general_007197.jpg,59X402202,baseline,baseline,59XA02202,False,1,False,False,False,baseline,baseline,59XA02202,59XA02202,False,archive_plate_crops_from_coords,existing_plate_crop,83,48,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000176_general_015754.jpg,60AK17055,baseline,baseline,60AK17055,True,0,True,False,False,baseline,baseline,60AK17055,60AK17055,False,cropped,existing_plate_crop,39,37,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000177_general_016455.jpg,83H26298,baseline,baseline,83H26298,True,0,True,False,False,baseline,baseline,83H26298,83H26298,False,yolo_plate_dataset,crop_source_bounding_box,129,100,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000178_general_012551.jpg,29H77188,baseline,baseline,29H77188,True,0,True,False,False,baseline,baseline,29H77188,29H77188,False,cropped,existing_plate_crop,44,25,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000179_general_006887.jpg,83P154417,baseline,baseline,83P154417,True,0,True,False,False,baseline,baseline,83P154417,83P154417,False,yolo_plate_dataset,crop_source_bounding_box,152,109,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000180_general_002656.jpg,53Z02273,baseline,baseline,59X202735,False,5,False,False,False,baseline,baseline,59X202735,59X202735,False,archive_plate_crops_from_coords,existing_plate_crop,33,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000181_general_011429.jpg,51H26502,baseline,baseline,51H26502,True,0,True,False,False,baseline,baseline,51H26502,51H26502,False,cropped,existing_plate_crop,44,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000182_general_016553.jpg,59X169747,baseline,baseline,59X110747,False,2,False,False,False,full_z0.93_up3_clahe_clip1_tile4,full_z1.00_up2_clahe_rl_deblur_bilateral,59X160342,59X160347,False,archive_plate_crops_from_coords,existing_plate_crop,29,18,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000183_general_013524.jpg,60F351069,baseline,baseline,60F351069,True,0,True,False,False,baseline,baseline,60F351069,60F351069,False,cropped,existing_plate_crop,44,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000184_general_014906.jpg,30G41952,baseline,baseline,30G41952,True,0,True,False,False,baseline,baseline,30G41952,30G41952,False,cropped,existing_plate_crop,71,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000185_general_006482.jpg,59C13631,baseline,baseline,59C163631,False,1,False,False,False,baseline,baseline,59C163631,59C163631,False,yolo_plate_dataset,crop_source_bounding_box,96,83,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000186_general_017032.jpg,51C92071,baseline,baseline,5192071,False,1,False,False,False,baseline,baseline,5192071,5192071,False,archive_plate_crops_from_coords,existing_plate_crop,71,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000187_general_002075.jpg,71H19657,baseline,baseline,71H19657,True,0,True,False,False,baseline,baseline,71H19657,71H19657,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000188_general_002637.jpg,60B917920,baseline,baseline,60B917920,True,0,True,False,False,baseline,baseline,60B917920,60B917920,False,cropped,existing_plate_crop,45,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000189_general_002864.jpg,5107G373,baseline,baseline,51G37307,False,4,False,False,False,baseline,baseline,51G37307,51G37307,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000190_general_001791.jpg,6B223399,baseline,baseline,B3B223399,False,2,False,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,B3B223399,63B223399,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000191_general_013593.jpg,30F87403,baseline,baseline,30F67403,False,1,False,False,False,baseline,baseline,30F67403,30F67403,False,archive_plate_crops_from_coords,existing_plate_crop,147,116,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000192_general_012001.jpg,83N11216,baseline,baseline,83N11216,True,0,True,False,False,baseline,baseline,83N11216,83N11216,False,yolo_plate_dataset,crop_source_bounding_box,383,288,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000193_general_005406.jpg,590211894,baseline,baseline,59C211894,False,1,False,False,False,baseline,baseline,59C211894,59C211894,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000194_general_012379.jpg,00G598364,baseline,baseline,QQQ98364,False,4,False,False,False,unwrap_z1.07_up2_clahe_rl_deblur_bilateral,full_z1.00_up2_clahe_rl_deblur_bilateral,QQQ98364,QQQ98364,False,archive_plate_crops_from_coords,existing_plate_crop,123,92,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000195_general_005104.jpg,89A60950,baseline,baseline,90E68657,False,6,False,False,False,full_z1.15_up2_train_baseline,baseline,30E68657,90E68657,False,archive_plate_crops_from_coords,existing_plate_crop,95,56,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000196_general_015324.jpg,K51F64665,baseline,baseline,51F64665,False,1,False,False,False,baseline,baseline,51F64665,51F64665,False,yolo_plate_dataset,crop_source_bounding_box,110,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000197_general_011793.jpg,39F34168,baseline,baseline,39F34168,True,0,True,False,False,full_z0.93_up3_clahe_clip1_tile4,baseline,39F34168,39F34168,False,cropped,existing_plate_crop,52,40,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000198_general_001343.jpg,36A20993,baseline,baseline,36A20993,True,0,True,False,False,full_z0.93_up3_clahe_clip1_tile4,full_z1.00_up2_clahe_rl_deblur_bilateral,36A20993,36A20993,False,cropped,existing_plate_crop,35,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000199_general_006117.jpg,95E105775,baseline,baseline,95E105775,True,0,True,False,False,baseline,baseline,95E105775,95E105775,False,yolo_plate_dataset,crop_source_bounding_box,127,94,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000200_general_011723.jpg,51A0714,baseline,baseline,51A89714,False,2,False,False,False,baseline,baseline,51A89714,51A89714,False,yolo_plate_dataset,crop_source_bounding_box,58,15,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000201_general_016158.jpg,76P141873,baseline,baseline,76B141873,False,1,False,False,False,full_z1.15_up2_train_baseline,baseline,768141873,76B141873,False,archive_plate_crops_from_coords,existing_plate_crop,37,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000202_general_005501.jpg,51K64458,baseline,baseline,51K66458,False,1,False,False,False,baseline,baseline,51K66458,51K66458,False,archive_plate_crops_from_coords,existing_plate_crop,58,18,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000203_general_006992.jpg,34A17935,baseline,baseline,34A17936,False,1,False,False,False,full_z1.00_up2_clahe_rl_deblur_bilateral,baseline,34A17935,34A17936,False,cropped,existing_plate_crop,48,18,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000204_general_006807.jpg,60A59579,baseline,baseline,60A59579,True,0,True,False,False,baseline,baseline,60A59579,60A59579,False,cropped,existing_plate_crop,81,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000205_general_001378.jpg,59K164227,baseline,baseline,59K164227,True,0,True,False,False,baseline,baseline,59K164227,59K164227,False,archive_plate_crops_from_coords,existing_plate_crop,82,69,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000206_general_005298.jpg,51A98141,baseline,baseline,51A96141,False,1,False,False,False,baseline,baseline,51A96141,51A96141,False,yolo_plate_dataset,crop_source_bounding_box,98,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000207_general_001019.jpg,79M22094,baseline,baseline,79N22094,False,1,False,False,False,baseline,baseline,79N22094,79N22094,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000208_general_003361.jpg,59F145842,baseline,baseline,59F145842,True,0,True,False,False,baseline,baseline,59F145842,59F145842,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000209_general_005815.jpg,79LD00120,baseline,baseline,79LD00120,True,0,True,False,False,baseline,baseline,79LD00120,79LD00120,False,cropped,existing_plate_crop,76,31,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000210_general_010220.jpg,51C93362,baseline,baseline,51C99386,False,3,False,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,51C99386,51C39386,False,archive_plate_crops_from_coords,existing_plate_crop,77,54,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000211_general_003050.jpg,65B113144,baseline,baseline,65B113144,True,0,True,False,False,baseline,baseline,65B113144,65B113144,False,yolo_plate_dataset,crop_source_bounding_box,164,117,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000212_general_002330.jpg,43H62959,baseline,baseline,43H62959,True,0,True,False,False,baseline,baseline,43H62959,43H62959,False,cropped,existing_plate_crop,51,39,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000213_general_007355.jpg,30G36336,baseline,baseline,30G36336,True,0,True,False,False,baseline,baseline,30G36336,30G36336,False,archive_plate_crops_from_coords,existing_plate_crop,257,96,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000214_general_006297.jpg,51F58029,baseline,baseline,51F58028,False,1,False,False,False,baseline,baseline,51F58028,51F58028,False,archive_plate_crops_from_coords,existing_plate_crop,82,68,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000215_general_013284.jpg,61C48755,baseline,baseline,61C48755,True,0,True,False,False,baseline,baseline,61C48755,61C48755,False,cropped,existing_plate_crop,52,30,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000216_general_013450.jpg,89A08877,baseline,baseline,89A08877,True,0,True,False,False,baseline,baseline,89A08877,89A08877,False,cropped,existing_plate_crop,99,36,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000217_general_001202.jpg,60A39293,baseline,baseline,60A39293,True,0,True,False,False,baseline,baseline,60A39293,60A39293,False,cropped,existing_plate_crop,100,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000218_general_010122.jpg,30L40513,baseline,baseline,30L40513,True,0,True,False,False,baseline,baseline,30L40513,30L40513,False,cropped,existing_plate_crop,41,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000219_general_002881.jpg,59H15639D,baseline,baseline,59H156390,False,1,False,False,False,baseline,baseline,59H156390,59H156390,False,yolo_plate_dataset,crop_source_bounding_box,48,44,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000220_general_000923.jpg,60M8965,baseline,baseline,60M8965,True,0,True,False,False,baseline,baseline,60M8965,60M8965,False,yolo_plate_dataset,crop_source_bounding_box,60,41,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000221_general_002623.jpg,67B108535,baseline,baseline,67B108535,True,0,True,False,False,baseline,baseline,67B108535,67B108535,False,archive_plate_crops_from_coords,existing_plate_crop,75,67,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000222_general_005629.jpg,89A20664,baseline,baseline,89A20664,True,0,True,False,False,baseline,baseline,89A20664,89A20664,False,cropped,existing_plate_crop,179,64,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000223_general_008895.jpg,51AH141,baseline,baseline,51A0H141,False,1,False,False,False,baseline,full_z1.15_up3_train_baseline,51A0H141,51A08141,False,yolo_plate_dataset,crop_source_bounding_box,61,16,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000224_general_015367.jpg,43D190958,baseline,baseline,43D128958,False,2,False,False,False,full_z1.15_up2_train_baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,43D188958,43D128958,False,archive_plate_crops_from_coords,existing_plate_crop,60,35,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000225_general_008752.jpg,60A00279,baseline,baseline,60A00279,True,0,True,False,False,baseline,baseline,60A00279,60A00279,False,cropped,existing_plate_crop,50,22,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000226_general_013847.jpg,09030E00,baseline,baseline,30E00090,False,5,False,False,False,baseline,baseline,30E00090,30E00090,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000227_general_002124.jpg,60V24805,baseline,baseline,60V24805,True,0,True,False,False,baseline,baseline,60V24805,60V24805,False,cropped,existing_plate_crop,49,51,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000228_general_002760.jpg,59F156129,baseline,baseline,59F156129,True,0,True,False,False,baseline,baseline,59F156129,59F156129,False,yolo_plate_dataset,crop_source_bounding_box,40,37,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000229_general_016796.jpg,79X401895,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,59X401895,False,1,False,False,False,full_z1.15_up3_train_baseline,full_z1.15_up3_train_baseline,59X401895,59X401895,True,archive_plate_crops_from_coords,existing_plate_crop,39,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000230_general_012578.jpg,159D23113,baseline,baseline,59D213113,False,2,False,False,False,baseline,baseline,59D213113,59D213113,False,yolo_plate_dataset,crop_source_bounding_box,77,71,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000231_general_005550.jpg,447651F2,baseline,baseline,51F24476,False,8,False,False,False,baseline,baseline,51F24476,51F24476,False,yolo_plate_ocr_dataset,existing_plate_crop,780,165,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000232_general_015690.jpg,30A50399,baseline,baseline,30A50399,True,0,True,False,False,baseline,baseline,30A50399,30A50399,False,cropped,existing_plate_crop,47,41,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000233_general_003771.jpg,93E41219,baseline,baseline,51K41215,False,4,False,False,False,baseline,baseline,51K41215,51K41215,False,archive_plate_crops_from_coords,existing_plate_crop,55,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000234_general_015174.jpg,83K10496,baseline,baseline,83K10496,True,0,True,False,False,baseline,baseline,83K10496,83K10496,False,yolo_plate_dataset,crop_source_bounding_box,223,175,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000235_general_007149.jpg,71B111345,baseline,baseline,71B11345,False,1,False,False,False,baseline,baseline,71B11345,71B11345,False,archive_plate_crops_from_coords,existing_plate_crop,95,84,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000236_general_008262.jpg,30G52810,baseline,baseline,40G54201,False,4,False,False,False,full_z1.15_up3_train_baseline,baseline,30G54201,40G54201,False,archive_plate_crops_from_coords,existing_plate_crop,88,115,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000237_general_006226.jpg,60A29914,baseline,baseline,60A29914,True,0,True,False,False,baseline,baseline,60A29914,60A29914,False,cropped,existing_plate_crop,53,28,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000238_general_006304.jpg,29A35322,baseline,baseline,29A35322,True,0,True,False,False,baseline,baseline,29A35322,29A35322,False,cropped,existing_plate_crop,72,24,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000239_general_009385.jpg,50LD14376,baseline,baseline,50LD14376,True,0,True,False,False,baseline,baseline,50LD14376,50LD14376,False,cropped,existing_plate_crop,38,23,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000240_general_002429.jpg,1F44614,baseline,baseline,1F44614,True,0,True,False,False,baseline,full_z1.00_up2_clahe_rl_deblur_bilateral,1F44614,1F44614,False,yolo_plate_dataset,crop_source_bounding_box,96,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000241_general_013261.jpg,70B10072,full_z0.93_up3_clahe_clip1_tile4,full_z0.93_up3_clahe_clip1_tile4,LOSING,False,8,False,False,False,full_z0.93_up3_clahe_clip1_tile4,full_z0.93_up3_clahe_clip1_tile4,LOSING,LOSING,True,archive_plate_crops_from_coords,existing_plate_crop,28,18,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000242_general_006336.jpg,51G2031,baseline,baseline,51G20636,False,2,False,False,False,baseline,baseline,51G20636,51G20636,False,yolo_plate_dataset,crop_source_bounding_box,47,13,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000243_general_010708.jpg,30F20499,baseline,baseline,30F20049,False,2,False,False,False,baseline,baseline,30F20049,30F20049,False,archive_plate_crops_from_coords,existing_plate_crop,225,53,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000244_general_012629.jpg,62P00270,baseline,baseline,62AP00270,False,1,False,False,False,baseline,baseline,62AP00270,62AP00270,False,yolo_plate_dataset,crop_source_bounding_box,85,77,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000245_general_015326.jpg,60S44834,baseline,baseline,60S44834,True,0,True,False,False,baseline,baseline,60S44834,60S44834,False,cropped,existing_plate_crop,61,50,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000246_general_006840.jpg,77G10474,baseline,baseline,77H61141,False,5,False,False,False,baseline,full_z1.15_up3_train_baseline,77H61141,77H61141,False,archive_plate_crops_from_coords,existing_plate_crop,106,79,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000247_general_000750.jpg,59E112903,baseline,baseline,59E112903,True,0,True,False,False,baseline,baseline,59E112903,59E112903,False,yolo_plate_ocr_dataset,existing_plate_crop,760,560,min_side_ge128
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000248_general_003295.jpg,60LD00375,baseline,baseline,60LD00375,True,0,True,False,False,baseline,baseline,60LD00375,60LD00375,False,cropped,existing_plate_crop,56,44,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000249_general_007999.jpg,60K31868,baseline,baseline,60K31868,True,0,True,False,False,baseline,baseline,60K31868,60K31868,False,cropped,existing_plate_crop,73,42,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000250_general_008075.jpg,65P55051,baseline,baseline,65P55051,True,0,True,False,False,baseline,baseline,65P55051,65P55051,False,yolo_plate_dataset,crop_source_bounding_box,126,98,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000251_general_015336.jpg,59E1425,baseline,baseline,59E142530,False,2,False,False,False,baseline,baseline,59E142530,59E142530,False,yolo_plate_dataset,crop_source_bounding_box,59,33,min_side_32_63
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000252_general_017632.jpg,50LD18928,baseline,baseline,50LD18928,True,0,True,False,False,baseline,baseline,50LD18928,50LD18928,False,cropped,existing_plate_crop,50,29,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000253_general_013770.jpg,70B322168,baseline,baseline,70B132168,False,2,False,False,False,baseline,baseline,70B132168,70B132168,False,archive_plate_crops_from_coords,existing_plate_crop,86,77,min_side_64_127
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000254_general_011169.jpg,51D173964,baseline,baseline,51B173964,False,1,False,False,False,baseline,baseline,51B173964,51B173964,False,archive_plate_crops_from_coords,existing_plate_crop,40,27,min_side_lt32
D:\NEO\LPR\parseq_official_pipeline\reinforcement_learning\phase_9_primary_ppo\fresh_external_holdout\images\phase9_000255_general_001029.jpg,51D73600,full_z0.93_up3_clahe_clip1_tile4,full_z0.93_up3_clahe_clip1_tile4,51D73600,True,0,False,True,False,full_z0.93_up3_clahe_clip1_tile4,full_z0.93_up3_clahe_clip1_tile4,51D73600,51D73600,True,archive_plate_crops_from_coords,existing_plate_crop,97,27,min_side_lt32
